date,country,admin1,market,commodity,unit,currency,price,source
2023-11-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,7587.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,7872.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8030.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8313.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8325.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8347.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8370.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8308.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8144.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,7862.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,7866.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,7854.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8151.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8248.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8192.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8459.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8507.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8668.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8732.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8706.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8353.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8195.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,7934.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8100.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8088.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Phnom Penh,Phnom Penh,Eggs,10 pieces,KHR,8304.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1508.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1564.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1560.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1581.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1652.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1561.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1535.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1567.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1569.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1479.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1510.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1556.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1626.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1611.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1658.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1695.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1683.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1645.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1619.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1562.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1564.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1559.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1584.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1600.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1664.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1718.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1733.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1753.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1742.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1719.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1671.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1660.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1629.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1962.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1969.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1984.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,2012.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1739.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1821.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1818.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1818.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1748.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1770.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1726.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1669.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1677.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1708.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1738.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1776.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1826.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1858.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1883.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1905.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1796.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1809.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1783.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1760.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1740.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1727.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Phnom Penh,Phnom Penh,Cassava,kg,KHR,1807.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2563.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2501.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2645.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2623.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2627.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2556.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2535.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2550.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2489.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2526.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2529.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2551.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2669.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2685.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2753.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2734.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2741.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2677.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2692.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2556.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2597.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2551.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2629.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2666.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2777.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2804.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2768.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2852.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2802.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2791.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2817.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2729.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2640.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3098.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3169.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3184.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3290.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2895.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2983.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2988.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2867.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2930.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2866.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2823.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2831.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2679.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2762.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2864.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2854.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3047.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3061.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3107.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3043.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3057.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,3009.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2919.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2878.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2870.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2852.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Battambang,Battambang,"Rice (mixed, low quality)",kg,KHR,2938.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,5938.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6143.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6320.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6187.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6259.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6330.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6008.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,5884.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,5899.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,5942.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,5921.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6166.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6282.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6441.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6539.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6763.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6511.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7164.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7362.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7031.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6987.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7078.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6011.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6170.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6303.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6545.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6788.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6856.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6816.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6572.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6362.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6454.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6317.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6383.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6466.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6544.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6773.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6895.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7056.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7003.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7033.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6978.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6903.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6657.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6649.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6555.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6630.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6852.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6767.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7009.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7128.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7113.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7246.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7285.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7050.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6956.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6942.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6942.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,6875.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Battambang,Battambang,Vegetable oil,liter,KHR,7145.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14421.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14587.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14932.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14873.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14971.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14901.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14883.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14808.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,13915.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14274.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14089.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14725.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14975.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14982.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15903.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15702.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15679.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17543.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17303.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17210.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16838.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16904.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,14986.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15506.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15532.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15680.0,Synthetic Cambodia food price series
